Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Iceland,ISL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.65489013,..,..,100
India,IND,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,96.75291324,..,..,..,..,..,..,99.1871475400724
Indonesia,IDN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.6706628488746
Indonesia,IDN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,95.78659007,..,..,..,96.7193686,..,..,97.3893700903405
"Iran, Islamic Rep.",IRN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.64929292,..,..,91.9736656736021
Iraq,IRQ,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.20733731,..,..,96.7763729436169
Ireland,IRL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3150640387478
Ireland,IRL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.307182804132
Israel,ISR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.11541706,..,..,..,98.17099081,..,..,98.0118006470692
Italy,ITA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.3657145575532
Italy,ITA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.94040575,..,..,98.356045629445
Jamaica,JAM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.65477266,..,..,..
Japan,JPN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.2036262857833
Japan,JPN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.3815557318939
Jordan,JOR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.2930050806681
Jordan,JOR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,95.34562249,..,..,..,96.79512627,..,..,86.1496566509945
Kazakhstan,KAZ,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.81039724,..,..,..,98.85276392,..,..,..
Kenya,KEN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.25101072,..,..,..,91.37465585,..,..,92.5808062747738
Kiribati,KIR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.5233408290471
"Korea, Rep.",KOR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.82503359,..,..,97.2383724149011
Kosovo,XKX,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.72359223,..,..,..,95.18322032,..,..,..
Kuwait,KWT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4193488722261
Kuwait,KWT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.7293562954578
Kyrgyz Republic,KGZ,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9544869473164
Kyrgyz Republic,KGZ,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.18728713,..,..,..,93.60091146,..,..,97.8889770588588
Lao PDR,LAO,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,40.73503877,..,..,..,55.33437783,..,..,47.5255907887471
Latvia,LVA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3481954647431
Latvia,LVA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,98.9431781,..,..,..,98.77481053,..,..,98.5509972093079
Lebanon,LBN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,96.68490608,..,..,..,96.99234709,..,..,98.3568426626776
Lesotho,LSO,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,70.91019848,..,..,..,..,..,..,86.6861306932645
Liberia,LBR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.11951738,..,..,..
Libya,LBY,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4026898562034
Liechtenstein,LIE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,81.45496399,..,..,..,92.36147622,..,..,85.3701518019633
Luxembourg,LUX,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,85.43315151,..,..,..,..,..,..,90.1907831787454
Malawi,MWI,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,16.03746048,..,..,..,85.14453005,..,..,88.3852578146504
Malaysia,MYS,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.17265254,..,..,..,95.85915103,..,..,94.8672562771184
Maldives,MDV,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,70.66576808,..,..,..,69.31462059,..,..,77.5224515219571
Malta,MLT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.58203677,..,..,..
Marshall Islands,MHL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,89.0794628,..,..,..,..,..,..,94.3263296386939
Mauritius,MUS,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.85596058,..,..,99.2425125146509
Mexico,MEX,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,89.18795696,..,..,..,..,..,..,95.9416453477477
"Micronesia, Fed. Sts.",FSM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,97.07039076,..,..,..,98.82685485,..,..,..
Monaco,MCO,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.0591565896691
Mongolia,MNG,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,97.62460389,..,..,..,98.14235402,..,..,98.608410585437
Montenegro,MNE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.1685101017345
Montenegro,MNE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.79565037,..,..,..,..,..,..,94.3436702924752
Morocco,MAR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.653916987283
Morocco,MAR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.71084242,..,..,..,93.83758069,..,..,94.3901125276705
Mozambique,MOZ,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,58.19548201,..,..,..,58.1327721,..,..,61.2275758848387
Myanmar,MMR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,88.7555587,..,..,..,87.79167486,..,..,..
Namibia,NAM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,91.88335083,..,..,..,91.30296771,..,..,95.7900167996306
Nauru,NRU,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.98173476,..,..,89.8195540872251
Netherlands,NLD,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.7252749438792
Netherlands,NLD,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.07178478,..,..,88.7346561537205
New Zealand,NZL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.9589275472903
New Zealand,NZL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.1945443873809
Nicaragua,NIC,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,89.7648738,..,..,..,90.21290045,..,..,92.7379830587276
Niger,NER,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,44.78414411,..,..,..,..,..,..,53.1289062056341
Nigeria,NGA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.0803710088225
North Macedonia,MKD,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.54013902932102
North Macedonia,MKD,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.95730467,..,..,..,97.90092817,..,..,93.2261269368129
Norway,NOR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4176791345782
Norway,NOR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.47777146,..,..,100
Oman,OMN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.704068890767
Pakistan,PAK,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,86.51423674,..,..,..,88.34413538,..,..,93.3233726459581
Palau,PLW,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.2768211432726
Panama,PAN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,95.33133328,..,..,..,97.79982624,..,..,98.4587656047548
Papua New Guinea,PNG,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3155711108386
Paraguay,PRY,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.58805347,..,..,..,99.30594746,..,..,99.5910911845584
Peru,PER,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3137745318948
Peru,PER,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,98.93308091,..,..,..,97.61515435,..,..,98.7903708335519
Philippines,PHL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.8671440602201
Poland,POL,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.8082062173023
Poland,POL,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.2869282,..,..,..,98.37551166,..,..,96.2233839803022
Portugal,PRT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7436519418251
Portugal,PRT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.63313436,..,..,90.6250547210624
Qatar,QAT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.04943643,..,..,..,99.2423017,..,..,..
Russian Federation,RUS,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,97.94386141,..,..,..,98.68345528,..,..,97.7198372120007
Rwanda,RWA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.88677138,..,..,..,..,..,..,..
Samoa,WSM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.7320894448853
Saudi Arabia,SAU,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.57757429,..,..,99.6630975828429
Senegal,SEN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,72.56785577,..,..,..,82.46925606,..,..,89.1957475598346
Serbia,SRB,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9437876941823
Serbia,SRB,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,96.7021286,..,..,..,99.25687112,..,..,95.9224097302312
Seychelles,SYC,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.49600374,..,..,42.6202313183158
Singapore,SGP,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2153237202355
Singapore,SGP,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.70024267,..,..,..,96.85673834,..,..,..
Slovak Republic,SVK,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.43449185,..,..,..,99.55972909,..,..,..
Slovenia,SVN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.1361200143427
Slovenia,SVN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.42259936,..,..,93.9311356140176
Solomon Islands,SLB,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
