"","Indicator","Value","entity"
"10889","I906_banks_soundness",6.2,"Luxembourg"
"10890","I907_non_performing_loans",0.8,"Luxembourg"
"10891","I908_credit_gap",3.1,"Luxembourg"
"10892","I909_regulatory_capital",24.2,"Luxembourg"
"10893","P10_market_size",NA,"Luxembourg"
"10894","I1001_GDP_PPP",57,"Luxembourg"
"10895","I1002_imports",160.2,"Luxembourg"
"10896","P11_dynamism",NA,"Luxembourg"
"10897","Sub20_Administrative_Requirements",NA,"Luxembourg"
"10898","I1101_starting_business_cost",1.7,"Luxembourg"
"10899","I1102_starting_business_time",16.5,"Luxembourg"
"10900","I1103_insolvency_recovery_rate",43.8,"Luxembourg"
"10901","I1104_insolvency_regulations",7,"Luxembourg"
"10902","Sub21_Entrepreneurial_Culture",NA,"Luxembourg"
"10903","I1105_risk_attitudes",4.3,"Luxembourg"
"10904","I1106_delegating_authority",5.5,"Luxembourg"
"10905","I1107_innovating_companies",5,"Luxembourg"
"10906","I1108_disruptive_ideas",4.3,"Luxembourg"
"10907","P12_innovation",NA,"Luxembourg"
"10908","Sub22_Diversity",NA,"Luxembourg"
"10909","I1201_workforce_diversity",5.4,"Luxembourg"
"10910","I1202_cluster_development",5.1,"Luxembourg"
"10911","I1203_international_inventions",50.5,"Luxembourg"
"10912","I1204_stakeholder_collaboration",5,"Luxembourg"
"10913","Sub23_Research_Development",NA,"Luxembourg"
"10914","I1205_scientific_publications",153.3,"Luxembourg"
"10915","I1206_patents",127.47,"Luxembourg"
"10916","I1207_RnD_expenditures",1.2,"Luxembourg"
"10917","I1208_research_institutions",0,"Luxembourg"
"10918","Sub24_Commercialization",NA,"Luxembourg"
"10919","I1209_buyer_sophistication",5.2,"Luxembourg"
"10920","I1210_trademarks",18107.51,"Luxembourg"
"10921","P1_institutions",NA,"Madagascar"
"10922","Sub1_Security",NA,"Madagascar"
"10923","I101_organized_crime",3,"Madagascar"
"10924","I102_homicide",7,"Madagascar"
"10925","I103_terrorism",99.4,"Madagascar"
"10926","I104_police",2.5,"Madagascar"
"10927","Sub2_Social_Capital",NA,"Madagascar"
"10928","Sub2_Social_Capital",46.2,"Madagascar"
"10929","Sub3_Checks_Balances",NA,"Madagascar"
"10930","I106_transparency",34,"Madagascar"
"10931","I107_judicial_independence",2.4,"Madagascar"
"10932","I108_challenging_regulations",2.6,"Madagascar"
"10933","I09_press_freedom",27.8,"Madagascar"
"10934","Sub4_Public_Sector",NA,"Madagascar"
"10935","I110_gov_burden",2.9,"Madagascar"
"10936","I111_settling_disputes",2.6,"Madagascar"
"10937","I112_e_participation",0.33,"Madagascar"
"10938","Sub5_Transparency",NA,"Madagascar"
"10939","I113_corruption",25,"Madagascar"
"10940","I114_property_rights",NA,"Madagascar"
"10941","I114_property_rights",3.2,"Madagascar"
"10942","I115_intellectual_property_protection",3.1,"Madagascar"
"10943","I116_land_administration",8.5,"Madagascar"
"10944","Sub6_Corporate_Governance",NA,"Madagascar"
"10945","I117_auditing_accounting_standards",4,"Madagascar"
"10946","I118_interest_conflict_regulation",6,"Madagascar"
"10947","I119_shareholder_governance",4.3,"Madagascar"
"10948","Sub7_Government_Orientation",NA,"Madagascar"
"10949","I120_policy_stability",2.8,"Madagascar"
"10950","I121_response_to_change",2.8,"Madagascar"
"10951","I122_digital_business_laws",NA,"Madagascar"
"10952","I123_gov_long_term_vision",3,"Madagascar"
"10953","I124_energy_regulations",17.4,"Madagascar"
"10954","I125_renewable_energy",20.7,"Madagascar"
"10955","I126_environment_treaties",24,"Madagascar"
"10956","P2_infrastructure",NA,"Madagascar"
"10957","Sub8_Transport_Infrastructure",NA,"Madagascar"
"10958","I201_road_connectivity",49,"Madagascar"
"10959","I202_quality_of_roads",2,"Madagascar"
"10960","I203_railroad_density",1.2,"Madagascar"
"10961","I204_train_efficiency",2,"Madagascar"
"10962","I205_airport_connectivity",2720.6,"Madagascar"
"10963","I206_air_transport_efficiency",3.5,"Madagascar"
"10964","I207_shipping_connectivity",9,"Madagascar"
"10965","I208_seaport_efficiency",3.4,"Madagascar"
"10966","Sub9_Utility_Infrastructure",NA,"Madagascar"
"10967","I209_electricity_access",23.3,"Madagascar"
"10968","I210_electricity_supply",NA,"Madagascar"
"10969","I211_unsafe_drinking_water",74.8,"Madagascar"
"10970","I212_water_supply",2.3,"Madagascar"
"10971","P3_ICT_adoption",NA,"Madagascar"
"10972","I301_cellular_subscription",40.6,"Madagascar"
"10973","I302_mobile_broadband",15.6,"Madagascar"
"10974","I303_fixed_broadband",0.1,"Madagascar"
"10975","I304_fibre_internet",0,"Madagascar"
"10976","I305_internet_users",9.8,"Madagascar"
"10977","P4_macro_stability",NA,"Madagascar"
"10978","I401_inflation",7.8,"Madagascar"
"10979","I402_debt_dynamic",49.3,"Madagascar"
"10980","P5_health",NA,"Madagascar"
"10981","I501_healthy_life_expectancy",55.4,"Madagascar"
"10982","P6_skills",NA,"Madagascar"
"10983","Sub10_Workforce",NA,"Madagascar"
"10984","I601_years_of_schooling",4.2,"Madagascar"
"10985","Sub11_Workforce_Skills",NA,"Madagascar"
"10986","I602_staff_training",3.5,"Madagascar"
"10987","I603_vocational_training",3.6,"Madagascar"
"10988","I604_graduates_skillset",3.6,"Madagascar"
"10989","I605_digital_skills",3.1,"Madagascar"
"10990","I606_skilled_employees",3.8,"Madagascar"
"10991","Sub12_Future_Workforce",NA,"Madagascar"
"10992","I501_healthy_life_expectancy",10.4,"Madagascar"
"10993","Sub13_Future_Workforce_Skills",NA,"Madagascar"
"10994","I608_critical_thinking",2.7,"Madagascar"
"10995","I609_pupil_teacher_ratio",40.6,"Madagascar"
"10996","P7_product_market",NA,"Madagascar"
"10997","Sub14_Domestic_Competition",NA,"Madagascar"
"10998","I701_distortive_taxes",2.7,"Madagascar"
"10999","I702_market_dominance",3.2,"Madagascar"
"11000","I703_competition_services",4.3,"Madagascar"
"11001","Sub15_Trade_Openess",NA,"Madagascar"
"11002","I704_non_tariff_barriers",3.9,"Madagascar"
"11003","I705_trade_tariffs",7.86,"Madagascar"
"11004","I706_tariffs_complexity",6.7,"Madagascar"
"11005","I707_border_clearance",2.3,"Madagascar"
"11006","P8_labour_market",NA,"Madagascar"
"11007","Sub16_Flexibility",NA,"Madagascar"
"11008","I801_redundancy_costs",14.7,"Madagascar"
"11009","I802_hiring_firing_practices",3.7,"Madagascar"
"11010","I803_labour_employer_relations",4.2,"Madagascar"
"11011","I804_wage_flexibility",5.3,"Madagascar"
"11012","I805_labour_market_policies",1.7,"Madagascar"
"11013","I806_workers_rights",82,"Madagascar"
"11014","I807_foreign_labour_hiring",4.2,"Madagascar"
"11015","I808_internal_labour_mobility",4.3,"Madagascar"
"11016","Sub17_Meritocracy",NA,"Madagascar"
"11017","I809_reliance_on_management",3.4,"Madagascar"
"11018","I810_pay_productivity",3,"Madagascar"
"11019","I811_gender_pay_gap",0.59,"Madagascar"
"11020","I812_labour_tax",20.3,"Madagascar"
"11021","P9_financial_system",NA,"Madagascar"
"11022","Sub18_Depth",NA,"Madagascar"
"11023","I901_credit_to_private_sector",13.4,"Madagascar"
"11024","I902_financing_SME",3.3,"Madagascar"
"11025","I903_venture_capital",2.5,"Madagascar"
"11026","I904_market_capitalization",NA,"Madagascar"
"11027","I905_insurance_premium",0.6,"Madagascar"
"11028","Sub19_Stability",NA,"Madagascar"
"11029","I906_banks_soundness",4,"Madagascar"
"11030","I907_non_performing_loans",7.7,"Madagascar"
"11031","I908_credit_gap",0.2,"Madagascar"
"11032","I909_regulatory_capital",13.5,"Madagascar"
"11033","P10_market_size",NA,"Madagascar"
"11034","I1001_GDP_PPP",38,"Madagascar"
"11035","I1002_imports",44.7,"Madagascar"
"11036","P11_dynamism",NA,"Madagascar"
"11037","Sub20_Administrative_Requirements",NA,"Madagascar"
"11038","I1101_starting_business_cost",33,"Madagascar"
"11039","I1102_starting_business_time",8,"Madagascar"
"11040","I1103_insolvency_recovery_rate",11.4,"Madagascar"
"11041","I1104_insolvency_regulations",9,"Madagascar"
"11042","Sub21_Entrepreneurial_Culture",NA,"Madagascar"
"11043","I1105_risk_attitudes",3,"Madagascar"
"11044","I1106_delegating_authority",4,"Madagascar"
"11045","I1107_innovating_companies",3.6,"Madagascar"
"11046","I1108_disruptive_ideas",3.4,"Madagascar"
"11047","P12_innovation",NA,"Madagascar"
"11048","Sub22_Diversity",NA,"Madagascar"
"11049","I1201_workforce_diversity",3.7,"Madagascar"
"11050","I1202_cluster_development",3.3,"Madagascar"
"11051","I1203_international_inventions",0,"Madagascar"
"11052","I1204_stakeholder_collaboration",3.5,"Madagascar"
"11053","Sub23_Research_Development",NA,"Madagascar"
"11054","I1205_scientific_publications",85.7,"Madagascar"
"11055","I1206_patents",0,"Madagascar"
"11056","I1207_RnD_expenditures",0,"Madagascar"
"11057","I1208_research_institutions",0,"Madagascar"
"11058","Sub24_Commercialization",NA,"Madagascar"
"11059","I1209_buyer_sophistication",2.3,"Madagascar"
"11060","I1210_trademarks",32.36,"Madagascar"
"11061","P1_institutions",NA,"Malawi"
"11062","Sub1_Security",NA,"Malawi"
"11063","I101_organized_crime",4.6,"Malawi"
"11064","I102_homicide",1.7,"Malawi"
"11065","I103_terrorism",100,"Malawi"
"11066","I104_police",3.6,"Malawi"
"11067","Sub2_Social_Capital",NA,"Malawi"
"11068","Sub2_Social_Capital",45.1,"Malawi"
"11069","Sub3_Checks_Balances",NA,"Malawi"
"11070","I106_transparency",26,"Malawi"
"11071","I107_judicial_independence",3.6,"Malawi"
"11072","I108_challenging_regulations",3.1,"Malawi"
"11073","I09_press_freedom",29.4,"Malawi"
"11074","Sub4_Public_Sector",NA,"Malawi"
"11075","I110_gov_burden",3.6,"Malawi"
"11076","I111_settling_disputes",3.2,"Malawi"
"11077","I112_e_participation",0.2,"Malawi"
"11078","Sub5_Transparency",NA,"Malawi"
"11079","I113_corruption",32,"Malawi"
"11080","I114_property_rights",NA,"Malawi"
"11081","I114_property_rights",4.2,"Malawi"
"11082","I115_intellectual_property_protection",3.5,"Malawi"
"11083","I116_land_administration",10.5,"Malawi"
"11084","Sub6_Corporate_Governance",NA,"Malawi"
"11085","I117_auditing_accounting_standards",4.5,"Malawi"
"11086","I118_interest_conflict_regulation",6,"Malawi"
"11087","I119_shareholder_governance",4,"Malawi"
"11088","Sub7_Government_Orientation",NA,"Malawi"
"11089","I120_policy_stability",3.7,"Malawi"
"11090","I121_response_to_change",3,"Malawi"
"11091","I122_digital_business_laws",2.8,"Malawi"
"11092","I123_gov_long_term_vision",3.2,"Malawi"
"11093","I124_energy_regulations",14.4,"Malawi"
"11094","I125_renewable_energy",55.7,"Malawi"
"11095","I126_environment_treaties",19,"Malawi"
"11096","P2_infrastructure",NA,"Malawi"
"11097","Sub8_Transport_Infrastructure",NA,"Malawi"
"11098","I201_road_connectivity",78.4,"Malawi"
"11099","I202_quality_of_roads",2.8,"Malawi"
"11100","I203_railroad_density",8.1,"Malawi"
"11101","I204_train_efficiency",2.1,"Malawi"
"11102","I205_airport_connectivity",883,"Malawi"
"11103","I206_air_transport_efficiency",3.3,"Malawi"
"11104","I207_shipping_connectivity",NA,"Malawi"
"11105","I208_seaport_efficiency",2.2,"Malawi"
"11106","Sub9_Utility_Infrastructure",NA,"Malawi"
"11107","I209_electricity_access",10.9,"Malawi"
"11108","I210_electricity_supply",NA,"Malawi"
"11109","I211_unsafe_drinking_water",72.3,"Malawi"
"11110","I212_water_supply",3,"Malawi"
"11111","P3_ICT_adoption",NA,"Malawi"
"11112","I301_cellular_subscription",39,"Malawi"
"11113","I302_mobile_broadband",27.2,"Malawi"
"11114","I303_fixed_broadband",0.1,"Malawi"
"11115","I304_fibre_internet",0,"Malawi"
"11116","I305_internet_users",13.8,"Malawi"
"11117","P4_macro_stability",NA,"Malawi"
"11118","I401_inflation",10.4,"Malawi"
"11119","I402_debt_dynamic",50,"Malawi"
"11120","P5_health",NA,"Malawi"
"11121","I501_healthy_life_expectancy",55,"Malawi"
"11122","P6_skills",NA,"Malawi"
"11123","Sub10_Workforce",NA,"Malawi"
"11124","I601_years_of_schooling",5.7,"Malawi"
"11125","Sub11_Workforce_Skills",NA,"Malawi"
"11126","I602_staff_training",3.6,"Malawi"
"11127","I603_vocational_training",3.5,"Malawi"
"11128","I604_graduates_skillset",3.4,"Malawi"
"11129","I605_digital_skills",2.8,"Malawi"
"11130","I606_skilled_employees",3.8,"Malawi"
"11131","Sub12_Future_Workforce",NA,"Malawi"
"11132","I501_healthy_life_expectancy",10.4,"Malawi"
"11133","Sub13_Future_Workforce_Skills",NA,"Malawi"
"11134","I608_critical_thinking",3,"Malawi"
"11135","I609_pupil_teacher_ratio",69.5,"Malawi"
"11136","P7_product_market",NA,"Malawi"
"11137","Sub14_Domestic_Competition",NA,"Malawi"
"11138","I701_distortive_taxes",3.2,"Malawi"
"11139","I702_market_dominance",2.9,"Malawi"
"11140","I703_competition_services",4.1,"Malawi"
"11141","Sub15_Trade_Openess",NA,"Malawi"
"11142","I704_non_tariff_barriers",4.5,"Malawi"
"11143","I705_trade_tariffs",9.86,"Malawi"
"11144","I706_tariffs_complexity",6.5,"Malawi"
"11145","I707_border_clearance",2.4,"Malawi"
"11146","P8_labour_market",NA,"Malawi"
"11147","Sub16_Flexibility",NA,"Malawi"
"11148","I801_redundancy_costs",16.6,"Malawi"
"11149","I802_hiring_firing_practices",3.7,"Malawi"
"11150","I803_labour_employer_relations",4.1,"Malawi"
"11151","I804_wage_flexibility",5.1,"Malawi"
"11152","I805_labour_market_policies",2.2,"Malawi"
"11153","I806_workers_rights",87,"Malawi"
"11154","I807_foreign_labour_hiring",3.8,"Malawi"
"11155","I808_internal_labour_mobility",4.9,"Malawi"
"11156","Sub17_Meritocracy",NA,"Malawi"
"11157","I809_reliance_on_management",4.3,"Malawi"
"11158","I810_pay_productivity",3.5,"Malawi"
"11159","I811_gender_pay_gap",0.67,"Malawi"
"11160","I812_labour_tax",12.4,"Malawi"
"11161","P9_financial_system",NA,"Malawi"
"11162","Sub18_Depth",NA,"Malawi"
"11163","I901_credit_to_private_sector",11.4,"Malawi"
"11164","I902_financing_SME",2.8,"Malawi"
"11165","I903_venture_capital",2,"Malawi"
"11166","I904_market_capitalization",18.1,"Malawi"
"11167","I905_insurance_premium",1.4,"Malawi"
"11168","Sub19_Stability",NA,"Malawi"
"11169","I906_banks_soundness",4.4,"Malawi"
"11170","I907_non_performing_loans",8.6,"Malawi"
"11171","I908_credit_gap",-2.8,"Malawi"
"11172","I909_regulatory_capital",17.3,"Malawi"
"11173","P10_market_size",NA,"Malawi"
"11174","I1001_GDP_PPP",21,"Malawi"
"11175","I1002_imports",45.6,"Malawi"
"11176","P11_dynamism",NA,"Malawi"
"11177","Sub20_Administrative_Requirements",NA,"Malawi"
"11178","I1101_starting_business_cost",38.6,"Malawi"
"11179","I1102_starting_business_time",37,"Malawi"
"11180","I1103_insolvency_recovery_rate",12.5,"Malawi"
"11181","I1104_insolvency_regulations",8.5,"Malawi"
"11182","Sub21_Entrepreneurial_Culture",NA,"Malawi"
"11183","I1105_risk_attitudes",3.3,"Malawi"
"11184","I1106_delegating_authority",4.4,"Malawi"
"11185","I1107_innovating_companies",3.7,"Malawi"
"11186","I1108_disruptive_ideas",3.3,"Malawi"
"11187","P12_innovation",NA,"Malawi"
"11188","Sub22_Diversity",NA,"Malawi"
"11189","I1201_workforce_diversity",4.1,"Malawi"
"11190","I1202_cluster_development",3.2,"Malawi"
"11191","I1203_international_inventions",0,"Malawi"
"11192","I1204_stakeholder_collaboration",3.1,"Malawi"
"11193","Sub23_Research_Development",NA,"Malawi"
"11194","I1205_scientific_publications",125.7,"Malawi"
"11195","I1206_patents",0,"Malawi"
"11196","I1207_RnD_expenditures",NA,"Malawi"
"11197","I1208_research_institutions",0,"Malawi"
"11198","Sub24_Commercialization",NA,"Malawi"
"11199","I1209_buyer_sophistication",2.7,"Malawi"
"11200","I1210_trademarks",25.81,"Malawi"
"11201","P1_institutions",NA,"Malaysia"
"11202","Sub1_Security",NA,"Malaysia"
"11203","I101_organized_crime",5.1,"Malaysia"
"11204","I102_homicide",2.1,"Malaysia"
"11205","I103_terrorism",99.3,"Malaysia"
"11206","I104_police",5.4,"Malaysia"
"11207","Sub2_Social_Capital",NA,"Malaysia"
"11208","Sub2_Social_Capital",56.7,"Malaysia"
"11209","Sub3_Checks_Balances",NA,"Malaysia"
"11210","I106_transparency",46,"Malaysia"
"11211","I107_judicial_independence",5.1,"Malaysia"
"11212","I108_challenging_regulations",4.8,"Malaysia"
"11213","I09_press_freedom",36.7,"Malaysia"
"11214","Sub4_Public_Sector",NA,"Malaysia"
"11215","I110_gov_burden",5,"Malaysia"
"11216","I111_settling_disputes",5.1,"Malaysia"
"11217","I112_e_participation",0.89,"Malaysia"
"11218","Sub5_Transparency",NA,"Malaysia"
"11219","I113_corruption",47,"Malaysia"
"11220","I114_property_rights",NA,"Malaysia"
"11221","I114_property_rights",5.5,"Malaysia"
"11222","I115_intellectual_property_protection",5.4,"Malaysia"
"11223","I116_land_administration",27.5,"Malaysia"
"11224","Sub6_Corporate_Governance",NA,"Malaysia"
"11225","I117_auditing_accounting_standards",5.4,"Malaysia"
"11226","I118_interest_conflict_regulation",9,"Malaysia"
"11227","I119_shareholder_governance",7.3,"Malaysia"
"11228","Sub7_Government_Orientation",NA,"Malaysia"
"11229","I120_policy_stability",5.3,"Malaysia"
"11230","I121_response_to_change",5.1,"Malaysia"
"11231","I122_digital_business_laws",5.2,"Malaysia"
"11232","I123_gov_long_term_vision",5.4,"Malaysia"
"11233","I124_energy_regulations",57.8,"Malaysia"
"11234","I125_renewable_energy",57.7,"Malaysia"
"11235","I126_environment_treaties",21,"Malaysia"
"11236","P2_infrastructure",NA,"Malaysia"
"11237","Sub8_Transport_Infrastructure",NA,"Malaysia"
"11238","I201_road_connectivity",40,"Malaysia"
"11239","I202_quality_of_roads",5.3,"Malaysia"
"11240","I203_railroad_density",6.8,"Malaysia"
"11241","I204_train_efficiency",5.1,"Malaysia"
"11242","I205_airport_connectivity",420239.6,"Malaysia"
"11243","I206_air_transport_efficiency",5.5,"Malaysia"
"11244","I207_shipping_connectivity",109.9,"Malaysia"
"11245","I208_seaport_efficiency",5.2,"Malaysia"
"11246","Sub9_Utility_Infrastructure",NA,"Malaysia"
"11247","I209_electricity_access",98.2,"Malaysia"
"11248","I210_electricity_supply",6.9,"Malaysia"
"11249","I211_unsafe_drinking_water",12,"Malaysia"
"11250","I212_water_supply",5.4,"Malaysia"
"11251","P3_ICT_adoption",NA,"Malaysia"
"11252","I301_cellular_subscription",134.5,"Malaysia"
"11253","I302_mobile_broadband",116.7,"Malaysia"
"11254","I303_fixed_broadband",8.6,"Malaysia"
"11255","I304_fibre_internet",4.6,"Malaysia"
"11256","I305_internet_users",81.2,"Malaysia"
"11257","P4_macro_stability",NA,"Malaysia"
"11258","I401_inflation",2.4,"Malaysia"
"11259","I402_debt_dynamic",100,"Malaysia"
"11260","P5_health",NA,"Malaysia"
"11261","I501_healthy_life_expectancy",66,"Malaysia"
"11262","P6_skills",NA,"Malaysia"
"11263","Sub10_Workforce",NA,"Malaysia"
"11264","I601_years_of_schooling",10.2,"Malaysia"
"11265","Sub11_Workforce_Skills",NA,"Malaysia"
"11266","I602_staff_training",5.3,"Malaysia"
"11267","I603_vocational_training",5.1,"Malaysia"
"11268","I604_graduates_skillset",5.1,"Malaysia"
"11269","I605_digital_skills",5.4,"Malaysia"
"11270","I606_skilled_employees",5.1,"Malaysia"
"11271","Sub12_Future_Workforce",NA,"Malaysia"
"11272","I501_healthy_life_expectancy",13.5,"Malaysia"
"11273","Sub13_Future_Workforce_Skills",NA,"Malaysia"
"11274","I608_critical_thinking",4.6,"Malaysia"
"11275","I609_pupil_teacher_ratio",11.7,"Malaysia"
"11276","P7_product_market",NA,"Malaysia"
"11277","Sub14_Domestic_Competition",NA,"Malaysia"
"11278","I701_distortive_taxes",4.8,"Malaysia"
"11279","I702_market_dominance",5,"Malaysia"
"11280","I703_competition_services",5.5,"Malaysia"
"11281","Sub15_Trade_Openess",NA,"Malaysia"
"11282","I704_non_tariff_barriers",5.1,"Malaysia"
"11283","I705_trade_tariffs",4.59,"Malaysia"
"11284","I706_tariffs_complexity",4.4,"Malaysia"
"11285","I707_border_clearance",2.9,"Malaysia"
"11286","P8_labour_market",NA,"Malaysia"
"11287","Sub16_Flexibility",NA,"Malaysia"
"11288","I801_redundancy_costs",23.9,"Malaysia"
"11289","I802_hiring_firing_practices",5,"Malaysia"
"11290","I803_labour_employer_relations",5.4,"Malaysia"
"11291","I804_wage_flexibility",5.4,"Malaysia"
"11292","I805_labour_market_policies",4.9,"Malaysia"
"11293","I806_workers_rights",73,"Malaysia"
"11294","I807_foreign_labour_hiring",4.8,"Malaysia"
"11295","I808_internal_labour_mobility",5.5,"Malaysia"
"11296","Sub17_Meritocracy",NA,"Malaysia"
"11297","I809_reliance_on_management",5.5,"Malaysia"
"11298","I810_pay_productivity",5.2,"Malaysia"
"11299","I811_gender_pay_gap",0.64,"Malaysia"
"11300","I812_labour_tax",16.4,"Malaysia"
"11301","P9_financial_system",NA,"Malaysia"
"11302","Sub18_Depth",NA,"Malaysia"
"11303","I901_credit_to_private_sector",122.5,"Malaysia"
"11304","I902_financing_SME",5,"Malaysia"
"11305","I903_venture_capital",4.6,"Malaysia"
"11306","I904_market_capitalization",131.7,"Malaysia"
"11307","I905_insurance_premium",4.1,"Malaysia"
"11308","Sub19_Stability",NA,"Malaysia"
"11309","I906_banks_soundness",5.5,"Malaysia"
"11310","I907_non_performing_loans",1.5,"Malaysia"
"11311","I908_credit_gap",1.2,"Malaysia"
"11312","I909_regulatory_capital",16.6,"Malaysia"
"11313","P10_market_size",NA,"Malaysia"
"11314","I1001_GDP_PPP",888,"Malaysia"
"11315","I1002_imports",73.9,"Malaysia"
"11316","P11_dynamism",NA,"Malaysia"
"11317","Sub20_Administrative_Requirements",NA,"Malaysia"
"11318","I1101_starting_business_cost",11.6,"Malaysia"
"11319","I1102_starting_business_time",13.5,"Malaysia"
"11320","I1103_insolvency_recovery_rate",81.3,"Malaysia"
"11321","I1104_insolvency_regulations",7.5,"Malaysia"
"11322","Sub21_Entrepreneurial_Culture",NA,"Malaysia"
"11323","I1105_risk_attitudes",5.2,"Malaysia"
"11324","I1106_delegating_authority",5.5,"Malaysia"
"11325","I1107_innovating_companies",5.2,"Malaysia"
"11326","I1108_disruptive_ideas",5.1,"Malaysia"
"11327","P12_innovation",NA,"Malaysia"
"11328","Sub22_Diversity",NA,"Malaysia"
"11329","I1201_workforce_diversity",5.1,"Malaysia"
"11330","I1202_cluster_development",5.2,"Malaysia"
"11331","I1203_international_inventions",1.89,"Malaysia"
"11332","I1204_stakeholder_collaboration",5.1,"Malaysia"
"11333","Sub23_Research_Development",NA,"Malaysia"
"11334","I1205_scientific_publications",251.3,"Malaysia"
"11335","I1206_patents",6.3,"Malaysia"
"11336","I1207_RnD_expenditures",1.3,"Malaysia"
"11337","I1208_research_institutions",0.05,"Malaysia"
"11338","Sub24_Commercialization",NA,"Malaysia"
"11339","I1209_buyer_sophistication",4.8,"Malaysia"
"11340","I1210_trademarks",731.05,"Malaysia"
"11341","P1_institutions",NA,"Mali"
"11342","Sub1_Security",NA,"Mali"
"11343","I101_organized_crime",3.2,"Mali"
"11344","I102_homicide",0.3,"Mali"
"11345","I103_terrorism",77.3,"Mali"
"11346","I104_police",3.4,"Mali"
"11347","Sub2_Social_Capital",NA,"Mali"
"11348","Sub2_Social_Capital",46.6,"Mali"
"11349","Sub3_Checks_Balances",NA,"Mali"
"11350","I106_transparency",39,"Mali"
"11351","I107_judicial_independence",2.9,"Mali"
"11352","I108_challenging_regulations",3.2,"Mali"
"11353","I09_press_freedom",35.2,"Mali"
"11354","Sub4_Public_Sector",NA,"Mali"
"11355","I110_gov_burden",3.4,"Mali"
"11356","I111_settling_disputes",3.3,"Mali"
"11357","I112_e_participation",0.24,"Mali"
"11358","Sub5_Transparency",NA,"Mali"
"11359","I113_corruption",32,"Mali"
"11360","I114_property_rights",NA,"Mali"
"11361","I114_property_rights",3.6,"Mali"
"11362","I115_intellectual_property_protection",3.4,"Mali"
"11363","I116_land_administration",8,"Mali"
"11364","Sub6_Corporate_Governance",NA,"Mali"
"11365","I117_auditing_accounting_standards",3.3,"Mali"
"11366","I118_interest_conflict_regulation",4.3,"Mali"
"11367","I119_shareholder_governance",3.7,"Mali"
"11368","Sub7_Government_Orientation",NA,"Mali"
"11369","I120_policy_stability",3.4,"Mali"
"11370","I121_response_to_change",3.2,"Mali"
"11371","I122_digital_business_laws",3.3,"Mali"
"11372","I123_gov_long_term_vision",3.3,"Mali"
"11373","I124_energy_regulations",12.4,"Mali"
"11374","I125_renewable_energy",17,"Mali"
"11375","I126_environment_treaties",22,"Mali"
"11376","P2_infrastructure",NA,"Mali"
"11377","Sub8_Transport_Infrastructure",NA,"Mali"
"11378","I201_road_connectivity",69.7,"Mali"
"11379","I202_quality_of_roads",3.2,"Mali"
"11380","I203_railroad_density",NA,"Mali"
"11381","I204_train_efficiency",NA,"Mali"
"11382","I205_airport_connectivity",2524.9,"Mali"
"11383","I206_air_transport_efficiency",4.1,"Mali"
"11384","I207_shipping_connectivity",NA,"Mali"
"11385","I208_seaport_efficiency",2.2,"Mali"
"11386","Sub9_Utility_Infrastructure",NA,"Mali"
"11387","I209_electricity_access",38.3,"Mali"
"11388","I210_electricity_supply",NA,"Mali"
"11389","I211_unsafe_drinking_water",75.7,"Mali"
"11390","I212_water_supply",2.6,"Mali"
"11391","P3_ICT_adoption",NA,"Mali"
"11392","I301_cellular_subscription",115.1,"Mali"
"11393","I302_mobile_broadband",30.3,"Mali"
"11394","I303_fixed_broadband",0.6,"Mali"
"11395","I304_fibre_internet",0,"Mali"
"11396","I305_internet_users",13,"Mali"
"11397","P4_macro_stability",NA,"Mali"
"11398","I401_inflation",1.7,"Mali"
"11399","I402_debt_dynamic",49.8,"Mali"
"11400","P5_health",NA,"Mali"
"11401","I501_healthy_life_expectancy",53.1,"Mali"
"11402","P6_skills",NA,"Mali"
"11403","Sub10_Workforce",NA,"Mali"
"11404","I601_years_of_schooling",1.6,"Mali"
"11405","Sub11_Workforce_Skills",NA,"Mali"
"11406","I602_staff_training",3.6,"Mali"
"11407","I603_vocational_training",3.7,"Mali"
"11408","I604_graduates_skillset",3.9,"Mali"
"11409","I605_digital_skills",3.6,"Mali"
"11410","I606_skilled_employees",4,"Mali"
"11411","Sub12_Future_Workforce",NA,"Mali"
"11412","I501_healthy_life_expectancy",7.3,"Mali"
"11413","Sub13_Future_Workforce_Skills",NA,"Mali"
"11414","I608_critical_thinking",3.3,"Mali"
"11415","I609_pupil_teacher_ratio",38.2,"Mali"
"11416","P7_product_market",NA,"Mali"
"11417","Sub14_Domestic_Competition",NA,"Mali"
"11418","I701_distortive_taxes",3.2,"Mali"
"11419","I702_market_dominance",3.8,"Mali"
"11420","I703_competition_services",4.3,"Mali"
"11421","Sub15_Trade_Openess",NA,"Mali"
"11422","I704_non_tariff_barriers",3.7,"Mali"
"11423","I705_trade_tariffs",10.19,"Mali"
"11424","I706_tariffs_complexity",6.7,"Mali"
"11425","I707_border_clearance",2.2,"Mali"
"11426","P8_labour_market",NA,"Mali"
"11427","Sub16_Flexibility",NA,"Mali"
"11428","I801_redundancy_costs",13.6,"Mali"
"11429","I802_hiring_firing_practices",3.9,"Mali"
"11430","I803_labour_employer_relations",3.9,"Mali"
"11431","I804_wage_flexibility",4.3,"Mali"
"11432","I805_labour_market_policies",3,"Mali"
"11433","I806_workers_rights",71,"Mali"
"11434","I807_foreign_labour_hiring",3.9,"Mali"
"11435","I808_internal_labour_mobility",4.6,"Mali"
