indicatorId,geoUnit,year,type,subtype,value
FOSGP.5T8.F500600700,LBR,2000,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LCA,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LCA,2023,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LIE,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LIE,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LIE,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LKA,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LKA,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LKA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LKA,2017,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LKA,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LKA,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LKA,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LKA,2021,Source,Data sources,Source: UIS Dynamic templateAnnual School Census of Sri Lanka  (https://moe.gov.lk/wp-content/uploads/2023/02/School_Census-2021_Summary-Tables-Final-Report1.pdf)
FOSGP.5T8.F500600700,LKA,2022,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,LKA,2023,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,LSO,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LSO,2000,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LSO,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LSO,2001,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LSO,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LSO,2002,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LSO,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LSO,2012,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,LSO,2015,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,LSO,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,LSO,2018,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,LTU,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LTU,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LTU,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LUX,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LUX,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,LVA,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,LVA,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MAC,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2001,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2002,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2003,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2005,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2006,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2008,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAC,2009,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAC,2010,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2011,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2012,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAC,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2001,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2008,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2009,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2010,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2020,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MAR,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2022,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2023,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MAR,2024,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MAR,2024,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2016,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2017,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2018,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2019,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2020,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2021,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2022,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2023,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MCO,2024,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MCO,2024,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDA,2014,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDA,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,MDG,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2005,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2006,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2008,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2009,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2010,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2014,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,MDG,2015,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,MDG,2016,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,MDG,2017,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,MDG,2018,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,MDG,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2019,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MDG,2020,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,MDG,2021,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,MDG,2022,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,MDG,2023,Source,Data sources,Source: UIS Dynamic template based on data provided by country
FOSGP.5T8.F500600700,MDV,2017,Source,Data sources,Source: UIS Dynamic templateSchool Statistics 2017 (https://www.moe.gov.mv/assets/upload/STAT_BOOK_2017.pdf)
FOSGP.5T8.F500600700,MDV,2019,Source,Data sources,Source: UIS Dynamic templateSchool Statistics 2019 (https://www.moe.gov.mv/assets/upload/School_Statistics_20191.pdf)
FOSGP.5T8.F500600700,MEX,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,MEX,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,MEX,2010,Data Status,Data reporting,NA
